target,annotation,species,status,activity,clone,protein,genePage,uniprot,class,superkingdom,targetRole,batch,community,maxCode,ligandCode,ligandScreenStatus
LemaA.01375.a,"cyclophilin, putative",Leishmania major,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/LemaA.01375.a,Q4QBK2,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,5,-1,
LemaA.01393.c,"glutathione peroxidase-like protein, putative",Leishmania major,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/LemaA.01393.c,Q4Q9B4,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,1,-1,
LemaA.01418.a,peptidyl-prolyl cis-trans isomerase-like protein,Leishmania major,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/LemaA.01418.a,Q4QAK0,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,1,-1,
LemaA.01471.a,"aspartate aminotransferase, putative",Leishmania major,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/LemaA.01471.a,Q4QAU4,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,2,-1,
LemaA.01471.b,"aspartate aminotransferase, putative",Leishmania major,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/LemaA.01471.b,Q4FX34,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,20,-1,
LemaA.10384.a,"protein kinase, putative,cdc2-related related kinase, putative",Leishmania major,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/LemaA.10384.a,Q4Q9I7,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,5,-1,
LemaA.10384.b,cell division protein kinase 2,Leishmania major,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/LemaA.10384.b,Q4QC88,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,6,-1,
LemaA.10384.c,"cell division control protein 2 homolog 2,cdc2-related kinase",Leishmania major,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/LemaA.10384.c,Q4QJE7,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,1,-1,
LemaA.17369.a,"vacuolar ATP synthase subunit B, putative",Leishmania major,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/LemaA.17369.a,Q4Q821,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,2,-1,
LemaA.18225.a,"diphosphomevalonate decarboxylase, putative",Leishmania major,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/LemaA.18225.a,Q4QE40,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,1,-1,
LemaA.18297.a,"hypothetical protein, conserved",Leishmania major,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/LemaA.18297.a,Q4QCL3,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,1,-1,
LemaA.18298.a,"hypothetical protein, conserved",Leishmania major,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/LemaA.18298.a,Q4Q7W7,Kinetoplastida,Eukaryota,Potential drug target,CR_27,request,5,-1,
MyleA.00010.b,3-OXOACYL-[ACYL-CARRIER PROTEIN] REDUCTASE FABG1 (3-KETOACYL-ACYL CARRIER PROTEIN REDUCTASE) (MYCOLIC ACID BIOSYNTHESIS A PROTEI,Mycobacterium leprae,purified,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.00010.b,B8ZS81,Actinobacteria,Bacteria,Potential drug target,CR_27,request,6,-1,
MyleA.00086.a,3-DEHYDROQUINATE DEHYDRATASE AROD (AROQ) (3-DEHYDROQUINASE) (TYPE II DHQASE),Mycobacterium leprae,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.00086.a,B8ZUK3,Actinobacteria,Bacteria,Potential drug target,CR_27,request,5,-1,
MyleA.00088.a,"Probable Ornithine carbamoyltransferase, anabolic ArgF",Mycobacterium leprae,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.00088.a,B8ZRK6,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MyleA.00092.a,Probable 3-Isopropylmalate dehydrogenase Leub(Beta-IPM dehydrogenase),Mycobacterium leprae,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.00092.a,B8ZS15,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MyleA.00097.a,PROBABLE PANTOATE--BETA-ALANINE LIGASE PANC (PANTOTHENATE SYNTHETASE) (PANTOATE ACTIVATING ENZYME),Mycobacterium leprae,purified,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.00097.a,B8ZU49,Actinobacteria,Bacteria,Potential drug target,CR_27,request,6,-1,
MyleA.00141.a,MALONYL CoA-ACYL CARRIER PROTEIN TRANSACYLASE FABD (Malonyl CoA:AcpM acyltransferase) (MCT),Mycobacterium leprae,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.00141.a,B8ZRY7,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MyleA.00142.a,PROBABLE PHOSPHOPANTETHEINE ADENYLYLTRANSFERASE KDTB (PANTETHEINE- PHOSPHATE ADENYLYLTRANSFERASE) (PPAT) (DEPHOSPHO-CoA PYROPHOS,Mycobacterium leprae,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.00142.a,B8ZRZ6,Actinobacteria,Bacteria,Potential drug target,CR_27,request,5,-1,
MyleA.00154.a,PROBABLE CHORISMATE SYNTHASE AROF (5-ENOLPYRUVYLSHIKIMATE-3-PHOSPHATE PHOSPHOLYASE),Mycobacterium leprae,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.00154.a,B8ZUK0,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MyleA.00161.a,PROBABLE ADENOSINE DEAMINASE ADD (ADENOSINE AMINOHYDROLASE),Mycobacterium leprae,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.00161.a,B8ZUW8,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MyleA.00184.a,PROBABLE PHOSPHOGLYCERATE MUTASE 1 GPM1 (PHOSPHOGLYCEROMUTASE) (PGAM) (BPG-DEPENDENT PGAM),Mycobacterium leprae,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.00184.a,B8ZT86,Actinobacteria,Bacteria,Potential drug target,CR_27,request,20,-1,
MyleA.00398.a,PROBABLE ATP-DEPENDENT CLP PROTEASE PROTEOLYTIC SUBUNIT 1 CLPP1 (ENDOPEPTIDASE CLP),Mycobacterium leprae,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.00398.a,B8ZRP4,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MyleA.00438.a,PROBABLE NUCLEOSIDE DIPHOSPHATE KINASE NDKA (NDK) (NDP KINASE) (NUCLEOSIDE-2-P KINASE),Mycobacterium leprae,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.00438.a,B8ZRN7,Actinobacteria,Bacteria,Potential drug target,CR_27,request,8,-1,
MyleA.00476.a,Probable 3-methyl-2-oxobutanoate hydroxymethyltransferase PanB,Mycobacterium leprae,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.00476.a,B8ZRX9,Actinobacteria,Bacteria,Potential drug target,CR_27,request,5,-1,
MyleA.00629.b,POSSIBLE O-SUCCINYLBENZOIC ACID--CoA LIGASE MENE (OSB-CoA SYNTHETASE) (O-SUCCINYLBENZOATE-CoA SYNTHASE),Mycobacterium leprae,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.00629.b,B8ZSX2,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MyleA.00738.a,RNA POLYMERASE SIGMA FACTOR SIGB,Mycobacterium leprae,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.00738.a,B8ZQV8,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MyleA.00771.a,PROBABLE DIAMINOPIMELATE DECARBOXYLASE LYSA (DAP DECARBOXYLASE),Mycobacterium leprae,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.00771.a,B8ZR25,Actinobacteria,Bacteria,Potential drug target,CR_27,request,5,-1,
MyleA.00808.a,Probable L-aparaginase ansA,Mycobacterium leprae,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.00808.a,B8ZR75,Actinobacteria,Bacteria,Potential drug target,CR_27,request,5,-1,
MyleA.00913.a,ALKYL HYDROPEROXIDE REDUCTASE C PROTEIN AHPC (ALKYL HYDROPEROXIDASE C),Mycobacterium leprae,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.00913.a,B8ZSL9,Actinobacteria,Bacteria,Potential drug target,CR_27,request,6,-1,
MyleA.00999.a,Putative shikimate 5-dehydrogenase (aroE) (MLBr00515) (Rv2552c ortholog),Mycobacterium leprae,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.00999.a,B8ZUJ9,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MyleA.01019.a,DIHYDROPTEROATE SYNTHASE 1 FOLP (DHPS 1) (DIHYDROPTEROATE PYROPHOSPHORYLASE 1) (DIHYDROPTEROATE DIPHOSPHORYLASE 1),Mycobacterium leprae,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.01019.a,B8ZU43,Actinobacteria,Bacteria,Potential drug target,CR_27,request,5,-1,
MyleA.01019.b,DIHYDROPTEROATE SYNTHASE 1 FOLP (DHPS 1) (DIHYDROPTEROATE PYROPHOSPHORYLASE 1) (DIHYDROPTEROATE DIPHOSPHORYLASE 1),Mycobacterium leprae,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.01019.b,B8ZQY4,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MyleA.01032.a,Probable Tyrosyl-tRNA synthase tyrS (TYRRS),Mycobacterium leprae,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.01032.a,B8ZRG9,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MyleA.01062.a,DIHYDROFOLATE REDUCTASE DFRA (DHFR) (TETRAHYDROFOLATE DEHYDROGENASE),Mycobacterium leprae,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.01062.a,B8ZRR6,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MyleA.01340.a,DIHYDROLIPOAMIDE DEHYDROGENASE LPD (LIPOAMIDE REDUCTASE (NADH)) (LIPOYL DEHYDROGENASE) (DIHYDROLIPOYL DEHYDROGENASE) (DIAPHORASE,Mycobacterium leprae,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.01340.a,B8ZT48,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MyleA.01342.a,HOLO-[ACYL-CARRIER PROTEIN] SYNTHASE ACPS (HOLO-ACP SYNTHASE) (CoA:APO-[ACP]PANTETHEINEPHOSPHOTRANSFERASE) (CoA:APO-[ACYL-CARRIE,Mycobacterium leprae,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.01342.a,B8ZR72,Actinobacteria,Bacteria,Potential drug target,CR_27,request,8,-1,
MyleA.01371.a,Proteasome beta subunit PrcB; assembles with alpha subunit PrcA.,Mycobacterium leprae,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.01371.a,B8ZRF3,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MyleA.01382.a,INORGANIC PYROPHOSPHATASE PPA (PYROPHOSPHATE PHOSPHO-HYDROLASE) (PPASE) (INORGANIC DIPHOSPHATASE) (DIPHOSPHATE PHOSPHO-HYDROLASE,Mycobacterium leprae,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.01382.a,B8ZU35,Actinobacteria,Bacteria,Potential drug target,CR_27,request,20,-1,
MyleA.12797.a,POLYPHOSPHATE GLUCOKINASE PPGK (POLYPHOSPHATE-GLUCOSE PHOSPHOTRANSFERASE),Mycobacterium leprae,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.12797.a,B8ZQV9,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MyleA.17115.a,HEAT SHOCK PROTEIN HSP (HEAT-STRESS-INDUCED RIBOSOME-BINDING PROTEIN A),Mycobacterium leprae,crystallized,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.17115.a,B8ZS71,Actinobacteria,Bacteria,Potential drug target,CR_27,request,8,-1,
MyleA.17257.a,PUTATIVE METHYLTRANSFERASE,Mycobacterium leprae,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.17257.a,B8ZUM5,Actinobacteria,Bacteria,Potential drug target,CR_27,request,8,-1,
MyleA.17268.a,PE FAMILY PROTEIN. POSSIBLE LIPASE.,Mycobacterium leprae,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.17268.a,B8ZR96,Actinobacteria,Bacteria,Potential drug target,CR_27,request,5,-1,
MyleA.17683.a,3-PHOSPHOSHIKIMATE 1-CARBOXYVINYLTRANSFERASE AROA (5-ENOLPYRUVYLSHIKIMATE-3-PHOSPHATE SYNTHASE) (EPSP SYNTHASE) (EPSPS),Mycobacterium leprae,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.17683.a,B8ZUK2,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MyleA.17797.a,Probable exported protease,Mycobacterium leprae,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.17797.a,B8ZRX7,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MyleA.17885.a,ASPARTATE-SEMIALDEHYDE DEHYDROGENASE ASD (ASA DEHYDROGENASE) (ASADH) (ASPARTIC SEMIALDEHYDE DEHYDROGENASE) (L-ASPARTATE-BETA-SEM,Mycobacterium leprae,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.17885.a,B8ZT14,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MyleA.17899.a,PROBABLE FOLYLPOLYGLUTAMATE SYNTHASE PROTEIN FOLC (FOLYLPOLY-GAMMA-GLUTAMATE SYNTHETASE) (FPGS),Mycobacterium leprae,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.17899.a,B8ZRN9,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MyleA.18214.a,PPE FAMILY PROTEIN,Mycobacterium leprae,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.18214.a,B8ZR65,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MyleA.18223.a,PPE FAMILY PROTEIN,Mycobacterium leprae,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.18223.a,B8ZS92,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MyleA.18233.a,NADPH:ADRENODOXIN OXIDOREDUCTASE FPRA (NADPH-FERREDOXIN REDUCTASE),Mycobacterium leprae,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.18233.a,B8ZUU9,Actinobacteria,Bacteria,Potential drug target,CR_27,request,5,-1,
MyleA.18249.a,PROBABLE CYTOCHROME P450 130 CYP130,Mycobacterium leprae,cloned,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.18249.a,B8ZSP5,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MyleA.18253.a,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN,Mycobacterium leprae,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.18253.a,B8ZUR0,Actinobacteria,Bacteria,Potential drug target,CR_27,request,5,-1,
MyleA.18254.a,PROBABLE TRANSALDOLASE TAL,Mycobacterium leprae,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.18254.a,B8ZUQ2,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MyleA.18255.a,POSSIBLE CONSERVED MEMBRANE PROTEIN,Mycobacterium leprae,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.18255.a,B8ZUP0,Actinobacteria,Bacteria,Potential drug target,CR_27,request,6,-1,
MyleA.18256.a,POSSIBLE CONSERVED MEMBRANE PROTEIN,Mycobacterium leprae,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.18256.a,B8ZUF6,Actinobacteria,Bacteria,Potential drug target,CR_27,request,1,-1,
MyleA.18274.a,Probable anthranilate phosphoribosyltransferase TrpD,Mycobacterium leprae,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.18274.a,B8ZQM2,Actinobacteria,Bacteria,Potential drug target,CR_27,request,5,-1,
MyleA.18276.a,IRON-DEPENDENT REPRESSOR AND ACTIVATOR IDER,Mycobacterium leprae,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.18276.a,B8ZQV2,Actinobacteria,Bacteria,Potential drug target,CR_27,request,5,-1,
MyleA.18279.a,ADENYLYL CYCLASE (ATP PYROPHOSPHATE-LYASE) (ADENYLATE CYCLASE),Mycobacterium leprae,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.18279.a,B8ZRJ9,Actinobacteria,Bacteria,Potential drug target,CR_27,request,5,-1,
MyleA.18288.a,3-PHOSPHOSHIKIMATE 1-CARBOXYVINYLTRANSFERASE AROA (5-ENOLPYRUVYLSHIKIMATE-3-PHOSPHATE SYNTHASE) (EPSP SYNTHASE) (EPSPS),Mycobacterium leprae,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.18288.a,B8ZQG1,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MyleA.18321.a,CONSERVED HYPOTHETICAL PROTEIN,Mycobacterium leprae,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.18321.a,B8ZTH5,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MyleA.18326.a,PPE FAMILY PROTEIN,Mycobacterium leprae,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.18326.a,B8ZUQ6,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MyleA.18333.a,BETA-CARBONIC ANHYDRASE CANB,Mycobacterium leprae,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.18333.a,B8ZSE7,Actinobacteria,Bacteria,Potential drug target,CR_27,request,5,-1,
MyleA.18335.a,PROBABLE THYMIDYLATE KINASE TMK (dTMP KINASE) (THYMIDYLIC ACID KINASE) (TMPK),Mycobacterium leprae,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.18335.a,B8ZQF0,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MyleA.18366.a,POSSIBLE CONSERVED MEMBRANE PROTEIN,Mycobacterium leprae,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.18366.a,B8ZTK3,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MyleA.18367.a,"ESX-1 SECRETION-ASSOCIATED PROTEIN A, ESPA",Mycobacterium leprae,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.18367.a,B8ZUE6,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MyleA.18372.a,"dTDP-4-dehydrorhamnose 3,5-epimerase",Mycobacterium leprae,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.18372.a,B8ZSI3,Actinobacteria,Bacteria,Potential drug target,CR_27,request,5,-1,
MyleA.18373.a,POSSIBLE RNA METHYLTRANSFERASE,Mycobacterium leprae,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MyleA.18373.a,B8ZRE7,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MytuD.00951.b,CONSERVED HYPOTHETICAL PROTEIN,Mycobacterium tuberculosis,cloned,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.00951.b,P9WQ95,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MytuD.01188.b,PROBABLE DIOXYGENASE,Mycobacterium tuberculosis,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.01188.b,P9WG83,Actinobacteria,Bacteria,Potential drug target,CR_27,request,5,-1,
MytuD.07054.a,PROBABLE CYTOCHROME P450 130 CYP130,Mycobacterium tuberculosis,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.07054.a,P9WPP5,Actinobacteria,Bacteria,Potential drug target,CR_27,request,1,-1,
MytuD.17268.b,PPE FAMILY PROTEIN,Mycobacterium tuberculosis,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.17268.b,P9WHY1,Actinobacteria,Bacteria,Potential drug target,CR_27,request,5,-1,
MytuD.17674.b,CONSERVED HYPOTHETICAL PROTEIN. POSSIBLE TRIACYLGLYCEROL SYNTHASE (DIACYLGLYCEROL ACYLTRANSFERASE).,Mycobacterium tuberculosis,cloned,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.17674.b,P9WKA7,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MytuD.17961.a,PROBABLE FERREDOXIN FDXA,Mycobacterium tuberculosis,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.17961.a,O50433,Actinobacteria,Bacteria,Potential drug target,CR_27,request,6,-1,
MytuD.18213.a,PE FAMILY PROTEIN. POSSIBLE LIPASE.,Mycobacterium tuberculosis,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18213.a,L7N6A9,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MytuD.18213.aa,PE FAMILY PROTEIN. POSSIBLE LIPASE.,Mycobacterium tuberculosis,target approved,work stopped,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18213.aa,Q79FA8,Actinobacteria,Bacteria,Potential drug target,CR_27,request,0,-2,work stopped
MytuD.18213.af,PE-PGRS FAMILY PROTEIN,Mycobacterium tuberculosis,target approved,work stopped,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18213.af,I6XHM5,Actinobacteria,Bacteria,Potential drug target,CR_27,request,0,-2,work stopped
MytuD.18213.ag,PE FAMILY PROTEIN. POSSIBLE LIPASE.,Mycobacterium tuberculosis,target approved,work stopped,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18213.ag,I6X7Z8,Actinobacteria,Bacteria,Potential drug target,CR_27,request,0,-2,work stopped
MytuD.18213.b,PE-PGRS FAMILY PROTEIN,Mycobacterium tuberculosis,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18213.b,L0T2H7,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MytuD.18213.c,PE FAMILY PROTEIN. POSSIBLE LIPASE.,Mycobacterium tuberculosis,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18213.c,I6Y8K5,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MytuD.18213.d,PE-PGRS FAMILY PROTEIN,Mycobacterium tuberculosis,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18213.d,Q79FU2,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MytuD.18213.i,PE FAMILY PROTEIN. POSSIBLE LIPASE.,Mycobacterium tuberculosis,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18213.i,Q79FR3,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MytuD.18213.j,PE FAMILY PROTEIN. POSSIBLE LIPASE.,Mycobacterium tuberculosis,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18213.j,L7N6A7,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MytuD.18213.k,PE-PGRS FAMILY PROTEIN,Mycobacterium tuberculosis,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18213.k,Q79FQ7,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MytuD.18213.l,PE-PGRS FAMILY PROTEIN (Rv1325c),Mycobacterium tuberculosis,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18213.l,P9WIF7,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MytuD.18213.q,PE-PGRS FAMILY PROTEIN,Mycobacterium tuberculosis,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18213.q,Q79FJ9,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MytuD.18213.r,PE-PGRS FAMILY PROTEIN (Rv1818c),Mycobacterium tuberculosis,cloned,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18213.r,P9WIF5,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MytuD.18213.s,PE-PGRS FAMILY PROTEIN,Mycobacterium tuberculosis,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18213.s,P9WIF1,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
MytuD.18213.t,PE-PGRS FAMILY PROTEIN,Mycobacterium tuberculosis,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18213.t,L7N6A1,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MytuD.18213.y,PE-PGRS FAMILY PROTEIN (Rv2591),Mycobacterium tuberculosis,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18213.y,P9WIE9,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MytuD.18213.z,PE-PGRS FAMILY PROTEIN,Mycobacterium tuberculosis,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18213.z,Q79FB3,Actinobacteria,Bacteria,Potential drug target,CR_27,request,2,-1,
MytuD.18214.a,PPE FAMILY PROTEIN,Mycobacterium tuberculosis,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MytuD.18214.a,P9WHZ3,Actinobacteria,Bacteria,Potential drug target,CR_27,request,4,-1,
